Event ID,Ticket ID,Ticket Type,Ticket Price,Ticket Availability,Ticket Sales Start Date,Ticket Sales End Date,Attendee Name,Attendee Contact Information,Attendee Age,Attendee Gender,Attendee Location,Check-in Status,Event Name,Event Type,Event Date,Event Time,Event Description,Event Organizer,Event Duration
1,4517,General,5000,257,8/16/2024,8/26/2024,Linda Moore,erin40@example.org,29,Male,Christineland,Not Checked In,Astral Affair,Conference,8/25/2024,10:24:12,Likely charge admit result recent dog. Although manager staff require democratic.,"Oneal, Colon and White",5
8,7183,General,8500,51,8/2/2024,9/3/2024,Amber Smith,haley97@example.net,40,Female,Braunview,Checked In,Future Shapers,Seminar,8/11/2024,19:58:35,Rise say every only. Today recognize positive rest protect.,Owens Group,4
2,4292,General,6500,445,7/12/2024,7/31/2024,Steven Lin,alexisnunez@example.com,64,Male,South Matthewfort,Checked In,Machine learning,Workshop,8/4/2024,17:10:10,Method clear way specific seek charge always. Style identify follow admit seven also white.,Fischer-Green,4
3,9134,General,5500,107,7/6/2024,8/10/2024,Ricky Wade,jesusstone@example.com,67,Female,Port Charles,Not Checked In,Artificial intelligence,Seminar,8/11/2024,2:17:31,Especially will million final maintain course production. Ball happy approach in well sea.,Duke Inc,8
3,8185,VIP,7500,167,7/23/2024,8/29/2024,Michael Long,qramirez@example.org,29,Female,West Charles,Checked In,Artificial intelligence,Seminar,8/11/2024,2:17:31,Especially will million final maintain course production. Ball happy approach in well sea.,Duke Inc,8
5,6200,General,3000,484,7/23/2024,8/16/2024,Jessica Stuart,sarahgutierrez@example.com,61,Male,West Mario,Not Checked In,Green Fiesta,Concert,8/30/2024,10:20:35,Music already official follow treatment yes. Exactly pressure general break.,White Group,4
5,6515,General,3000,478,7/25/2024,7/28/2024,Wesley Moore,meagan00@example.net,68,Male,Parsonsborough,Not Checked In,Green Fiesta,Concert,8/30/2024,10:20:35,Music already official follow treatment yes. Exactly pressure general break.,White Group,4
4,6404,General,6000,496,7/8/2024,8/19/2024,Antonio Davenport,martinezdiane@example.org,40,Female,New Jonathan,Checked In,Victory Dash,Sports,8/19/2024,0:31:51,Red policy red energy day manager. South attention seem close.,Graham-Espinoza,8
8,5706,VIP,10000,396,7/22/2024,8/1/2024,Jennifer Trevino,heathshelley@example.org,64,Female,Kempport,Not Checked In,Future Shapers,Seminar,8/11/2024,19:58:35,Rise say every only. Today recognize positive rest protect.,Owens Group,4
5,6878,Pre Sold,2000,234,8/8/2024,10/1/2024,Michael Anderson,jessica77@example.com,42,Male,West Patriciafort,Checked In,Green Fiesta,Concert,8/30/2024,10:20:35,Music already official follow treatment yes. Exactly pressure general break.,White Group,4
3,3462,Pre Sold,4500,465,7/20/2024,8/26/2024,Michael Stout,kimberly70@example.net,67,Female,Zacharychester,Checked In,Artificial intelligence,Seminar,8/11/2024,2:17:31,Especially will million final maintain course production. Ball happy approach in well sea.,Duke Inc,8
2,6063,General,6500,27,7/7/2024,8/15/2024,Luis Salazar,amurray@example.net,59,Male,Medinamouth,Not Checked In,Machine learning,Workshop,8/4/2024,17:10:10,Method clear way specific seek charge always. Style identify follow admit seven also white.,Fischer-Green,4
3,4724,General,5500,239,7/17/2024,8/10/2024,Miss Latoya Morgan DDS,ywright@example.net,27,Female,Lake Keithville,Checked In,Artificial intelligence,Seminar,8/11/2024,2:17:31,Especially will million final maintain course production. Ball happy approach in well sea.,Duke Inc,8
1,4572,General,5000,326,8/5/2024,8/29/2024,Jamie Oliver,nrowe@example.net,62,Male,West Peter,Checked In,Astral Affair,Conference,8/25/2024,10:24:12,Likely charge admit result recent dog. Although manager staff require democratic.,"Oneal, Colon and White",5
2,3097,VIP,8500,199,8/17/2024,9/11/2024,Alexis West,dferguson@example.com,44,Female,South William,Checked In,Machine learning,Workshop,8/4/2024,17:10:10,Method clear way specific seek charge always. Style identify follow admit seven also white.,Fischer-Green,4
1,8726,Pre Sold,4000,439,8/5/2024,9/8/2024,Sherri Molina,jakeblair@example.org,58,Female,East Keithshire,Checked In,Astral Affair,Conference,8/25/2024,10:24:12,Likely charge admit result recent dog. Although manager staff require democratic.,"Oneal, Colon and White",5
7,9476,General,4000,454,7/19/2024,9/12/2024,Natalie Mack,lsmith@example.net,55,Female,South Brendan,Checked In,Mathletes,Workshop,9/17/2024,0:33:27,Human dream to dog woman. Energy cause best feeling guess week improve.,"Blanchard, Montoya and Allen",7
3,9114,VIP,7500,8,7/29/2024,9/29/2024,Ronald Thomas,schmidtjoy@example.com,62,Male,Lake Cheyenne,Checked In,Artificial intelligence,Seminar,8/11/2024,2:17:31,Especially will million final maintain course production. Ball happy approach in well sea.,Duke Inc,8
7,2792,General,4000,492,8/14/2024,9/4/2024,Emily Anderson,cranetiffany@example.com,30,Male,North Julie,Not Checked In,Mathletes,Workshop,9/17/2024,0:33:27,Human dream to dog woman. Energy cause best feeling guess week improve.,"Blanchard, Montoya and Allen",7
6,6061,General,7500,479,8/13/2024,9/8/2024,Cynthia Chaney,markfletcher@example.net,40,Female,Lake Pamelaton,Checked In,Google IO,Conference,9/17/2024,16:40:27,Score might value surface. Option onto act part run.,"Dominguez, Walters and Cooper",7
2,2655,Pre Sold,5500,490,7/16/2024,9/23/2024,Bradley Williamson,tony92@example.com,44,Male,New Marymouth,Not Checked In,Machine learning,Workshop,8/4/2024,17:10:10,Method clear way specific seek charge always. Style identify follow admit seven also white.,Fischer-Green,4
2,6946,General,6500,493,7/11/2024,9/16/2024,Sara Moran,geoffrey34@example.org,68,Male,Port Joy,Not Checked In,Machine learning,Workshop,8/4/2024,17:10:10,Method clear way specific seek charge always. Style identify follow admit seven also white.,Fischer-Green,4
1,7385,General,5000,291,8/29/2024,9/19/2024,Anthony Coleman,shodges@example.com,62,Male,New Davidburgh,Not Checked In,Astral Affair,Conference,8/25/2024,10:24:12,Likely charge admit result recent dog. Although manager staff require democratic.,"Oneal, Colon and White",5
3,7257,General,5500,337,8/3/2024,8/24/2024,Ryan Torres,derek87@example.net,19,Female,Lake Joshuastad,Checked In,Artificial intelligence,Seminar,8/11/2024,2:17:31,Especially will million final maintain course production. Ball happy approach in well sea.,Duke Inc,8
2,3906,General,6500,492,8/28/2024,9/4/2024,Tamara West MD,danieljones@example.net,56,Male,North Nathanmouth,Not Checked In,Machine learning,Workshop,8/4/2024,17:10:10,Method clear way specific seek charge always. Style identify follow admit seven also white.,Fischer-Green,4
5,5841,Pre Sold,2000,244,8/13/2024,8/20/2024,Gregory Olsen,castilloantonio@example.com,59,Male,Lake Jenniferside,Not Checked In,Green Fiesta,Concert,8/30/2024,10:20:35,Music already official follow treatment yes. Exactly pressure general break.,White Group,4
2,2885,Pre Sold,5500,468,8/14/2024,9/3/2024,John Lyons,walterwilkins@example.com,40,Male,Brianview,Not Checked In,Machine learning,Workshop,8/4/2024,17:10:10,Method clear way specific seek charge always. Style identify follow admit seven also white.,Fischer-Green,4
5,2952,General,3000,377,8/4/2024,8/28/2024,Jeffery Jones,tinamartin@example.com,31,Male,New Kristinborough,Not Checked In,Green Fiesta,Concert,8/30/2024,10:20:35,Music already official follow treatment yes. Exactly pressure general break.,White Group,4
8,5105,Pre Sold,7500,288,9/2/2024,9/18/2024,Jesse Austin,lvelez@example.net,29,Female,South Dominique,Not Checked In,Future Shapers,Seminar,8/11/2024,19:58:35,Rise say every only. Today recognize positive rest protect.,Owens Group,4
7,3947,General,4000,464,8/19/2024,9/11/2024,Ellen Sutton,qshaw@example.com,55,Female,New Michael,Checked In,Mathletes,Workshop,9/17/2024,0:33:27,Human dream to dog woman. Energy cause best feeling guess week improve.,"Blanchard, Montoya and Allen",7
4,4759,General,6000,160,8/9/2024,9/16/2024,Sarah Harmon,stacyaguirre@example.com,24,Female,Fisherstad,Checked In,Victory Dash,Sports,8/19/2024,0:31:51,Red policy red energy day manager. South attention seem close.,Graham-Espinoza,8
2,8986,Pre Sold,5500,176,8/6/2024,9/6/2024,Jennifer Hurley,rebecca95@example.org,67,Female,East Rebeccaborough,Checked In,Machine learning,Workshop,8/4/2024,17:10:10,Method clear way specific seek charge always. Style identify follow admit seven also white.,Fischer-Green,4
8,5294,VIP,10000,171,8/23/2024,9/17/2024,Caitlin Harmon,keith93@example.com,44,Male,West Alicia,Checked In,Future Shapers,Seminar,8/11/2024,19:58:35,Rise say every only. Today recognize positive rest protect.,Owens Group,4
3,3120,General,5500,364,7/23/2024,8/19/2024,Samantha Mann,ostewart@example.net,35,Male,West Donna,Not Checked In,Artificial intelligence,Seminar,8/11/2024,2:17:31,Especially will million final maintain course production. Ball happy approach in well sea.,Duke Inc,8
8,8507,General,8500,156,8/20/2024,8/23/2024,Tara Carrillo,blakecatherine@example.net,23,Female,Samanthamouth,Not Checked In,Future Shapers,Seminar,8/11/2024,19:58:35,Rise say every only. Today recognize positive rest protect.,Owens Group,4
5,5797,Pre Sold,2000,357,8/9/2024,9/8/2024,James Bennett,jameswright@example.net,50,Male,Port Carolhaven,Checked In,Green Fiesta,Concert,8/30/2024,10:20:35,Music already official follow treatment yes. Exactly pressure general break.,White Group,4
8,8134,VIP,10000,169,7/31/2024,9/12/2024,Theresa Gibson,kathyhampton@example.org,22,Male,Port Stephaniehaven,Not Checked In,Future Shapers,Seminar,8/11/2024,19:58:35,Rise say every only. Today recognize positive rest protect.,Owens Group,4
7,5514,Pre Sold,3000,363,8/9/2024,8/14/2024,John Stevens,hobbsdwayne@example.org,20,Male,South Virginia,Not Checked In,Mathletes,Workshop,9/17/2024,0:33:27,Human dream to dog woman. Energy cause best feeling guess week improve.,"Blanchard, Montoya and Allen",7
3,3459,General,5500,491,8/27/2024,9/2/2024,Melissa Palmer,awood@example.com,63,Male,Tylershire,Checked In,Artificial intelligence,Seminar,8/11/2024,2:17:31,Especially will million final maintain course production. Ball happy approach in well sea.,Duke Inc,8
4,4223,Pre Sold,5000,324,7/17/2024,8/26/2024,James Porter,cantrellsusan@example.com,47,Female,Benjaminview,Not Checked In,Victory Dash,Sports,8/19/2024,0:31:51,Red policy red energy day manager. South attention seem close.,Graham-Espinoza,8
8,6165,Pre Sold,7500,450,7/8/2024,9/25/2024,Brooke Jones,holmescharles@example.com,31,Female,East Karenhaven,Not Checked In,Future Shapers,Seminar,8/11/2024,19:58:35,Rise say every only. Today recognize positive rest protect.,Owens Group,4
1,9223,General,5000,115,7/5/2024,9/16/2024,Tammy Sutton,schultzjeremy@example.net,21,Female,South Dianeberg,Not Checked In,Astral Affair,Conference,8/25/2024,10:24:12,Likely charge admit result recent dog. Although manager staff require democratic.,"Oneal, Colon and White",5
2,4236,General,6500,226,8/31/2024,9/19/2024,William Cervantes,michellemiller@example.net,28,Female,New Juliamouth,Checked In,Machine learning,Workshop,8/4/2024,17:10:10,Method clear way specific seek charge always. Style identify follow admit seven also white.,Fischer-Green,4
5,4818,General,3000,177,7/15/2024,7/26/2024,Kimberly Hunt,susanalvarez@example.net,32,Female,Frazierview,Checked In,Green Fiesta,Concert,8/30/2024,10:20:35,Music already official follow treatment yes. Exactly pressure general break.,White Group,4
2,2587,Pre Sold,5500,311,7/19/2024,8/8/2024,Willie Bradley,mariafisher@example.org,67,Female,Gibsonton,Not Checked In,Machine learning,Workshop,8/4/2024,17:10:10,Method clear way specific seek charge always. Style identify follow admit seven also white.,Fischer-Green,4
6,8266,General,7500,446,7/19/2024,9/6/2024,Ronald Johnson,wbrown@example.org,20,Male,East Tracy,Not Checked In,Google IO,Conference,9/17/2024,16:40:27,Score might value surface. Option onto act part run.,"Dominguez, Walters and Cooper",7
2,6983,General,6500,408,8/15/2024,8/28/2024,Manuel Garcia,smithsteve@example.net,33,Male,East Colleen,Not Checked In,Machine learning,Workshop,8/4/2024,17:10:10,Method clear way specific seek charge always. Style identify follow admit seven also white.,Fischer-Green,4
7,4685,Pre Sold,3000,449,8/2/2024,8/20/2024,Lisa Rodriguez,bradley43@example.org,52,Male,Brandonmouth,Not Checked In,Mathletes,Workshop,9/17/2024,0:33:27,Human dream to dog woman. Energy cause best feeling guess week improve.,"Blanchard, Montoya and Allen",7
5,8644,VIP,5000,222,7/27/2024,8/16/2024,Russell Reed,steelekeith@example.net,53,Male,New Roger,Not Checked In,Green Fiesta,Concert,8/30/2024,10:20:35,Music already official follow treatment yes. Exactly pressure general break.,White Group,4
3,3901,Pre Sold,4500,157,7/26/2024,9/25/2024,David Griffith,jeremybailey@example.com,33,Female,Andersenshire,Checked In,Artificial intelligence,Seminar,8/11/2024,2:17:31,Especially will million final maintain course production. Ball happy approach in well sea.,Duke Inc,8
2,5399,VIP,8500,188,7/13/2024,9/20/2024,James Moore,clayleslie@example.com,46,Female,Jeffreyshire,Checked In,Machine learning,Workshop,8/4/2024,17:10:10,Method clear way specific seek charge always. Style identify follow admit seven also white.,Fischer-Green,4
1,3357,General,5000,340,8/9/2024,8/29/2024,Melissa Green,williamsadam@example.org,19,Female,Laurenbury,Not Checked In,Astral Affair,Conference,8/25/2024,10:24:12,Likely charge admit result recent dog. Although manager staff require democratic.,"Oneal, Colon and White",5
1,9054,General,5000,345,8/9/2024,9/8/2024,Matthew Moore,znorris@example.org,67,Male,West Amy,Checked In,Astral Affair,Conference,8/25/2024,10:24:12,Likely charge admit result recent dog. Although manager staff require democratic.,"Oneal, Colon and White",5
2,8092,General,6500,467,7/26/2024,9/22/2024,Amy Jones,johngentry@example.org,51,Female,Melissaton,Not Checked In,Machine learning,Workshop,8/4/2024,17:10:10,Method clear way specific seek charge always. Style identify follow admit seven also white.,Fischer-Green,4
7,6008,General,4000,89,8/18/2024,9/9/2024,Dr. Roy Meyer,roberttaylor@example.org,46,Female,South Jenniferstad,Checked In,Mathletes,Workshop,9/17/2024,0:33:27,Human dream to dog woman. Energy cause best feeling guess week improve.,"Blanchard, Montoya and Allen",7
1,4431,VIP,8000,367,7/21/2024,8/28/2024,Rebecca Oneal,oliverdaniel@example.com,59,Male,New Chadberg,Not Checked In,Astral Affair,Conference,8/25/2024,10:24:12,Likely charge admit result recent dog. Although manager staff require democratic.,"Oneal, Colon and White",5
5,6853,General,3000,229,8/2/2024,8/17/2024,Joseph Oneill,cynthia73@example.net,68,Male,Robinsonton,Not Checked In,Green Fiesta,Concert,8/30/2024,10:20:35,Music already official follow treatment yes. Exactly pressure general break.,White Group,4
7,8339,General,4000,391,8/7/2024,8/22/2024,Sara Day,zmunoz@example.com,53,Male,North Angelaborough,Checked In,Mathletes,Workshop,9/17/2024,0:33:27,Human dream to dog woman. Energy cause best feeling guess week improve.,"Blanchard, Montoya and Allen",7
7,4987,Pre Sold,3000,151,8/27/2024,10/2/2024,Brian Smith,uprice@example.org,55,Female,Cruzside,Checked In,Mathletes,Workshop,9/17/2024,0:33:27,Human dream to dog woman. Energy cause best feeling guess week improve.,"Blanchard, Montoya and Allen",7
2,9382,General,6500,384,7/24/2024,9/29/2024,Cynthia Hill,timothy64@example.net,51,Male,Riveraland,Checked In,Machine learning,Workshop,8/4/2024,17:10:10,Method clear way specific seek charge always. Style identify follow admit seven also white.,Fischer-Green,4
6,4781,Pre Sold,6500,220,8/22/2024,9/10/2024,Cathy Whitaker,vreed@example.org,28,Female,New Rebecca,Not Checked In,Google IO,Conference,9/17/2024,16:40:27,Score might value surface. Option onto act part run.,"Dominguez, Walters and Cooper",7
6,6260,Pre Sold,6500,213,7/10/2024,9/2/2024,Jason Myers,wesleyheath@example.net,52,Female,Benjaminmouth,Checked In,Google IO,Conference,9/17/2024,16:40:27,Score might value surface. Option onto act part run.,"Dominguez, Walters and Cooper",7
5,2959,VIP,5000,347,7/18/2024,8/30/2024,Julie Ryan,tjohns@example.net,62,Male,East Keithport,Checked In,Green Fiesta,Concert,8/30/2024,10:20:35,Music already official follow treatment yes. Exactly pressure general break.,White Group,4
4,5738,General,6000,337,7/31/2024,8/17/2024,Joseph Aguilar,lmata@example.com,37,Male,Frankside,Checked In,Victory Dash,Sports,8/19/2024,0:31:51,Red policy red energy day manager. South attention seem close.,Graham-Espinoza,8
3,7212,VIP,7500,111,7/14/2024,7/17/2024,Bailey Lopez,xrich@example.net,55,Male,Patelside,Checked In,Artificial intelligence,Seminar,8/11/2024,2:17:31,Especially will million final maintain course production. Ball happy approach in well sea.,Duke Inc,8
3,4711,General,5500,384,8/29/2024,9/28/2024,Adam Johnston,fosterjohn@example.com,29,Male,West Katherineside,Checked In,Artificial intelligence,Seminar,8/11/2024,2:17:31,Especially will million final maintain course production. Ball happy approach in well sea.,Duke Inc,8
6,3014,General,7500,234,8/21/2024,9/14/2024,Sarah Mcdonald,daniel24@example.com,38,Female,Johnnyville,Checked In,Google IO,Conference,9/17/2024,16:40:27,Score might value surface. Option onto act part run.,"Dominguez, Walters and Cooper",7
6,4593,General,7500,444,7/8/2024,7/28/2024,Kevin Francis,riosangela@example.org,66,Male,Mariaside,Not Checked In,Google IO,Conference,9/17/2024,16:40:27,Score might value surface. Option onto act part run.,"Dominguez, Walters and Cooper",7
8,4743,General,8500,189,8/1/2024,8/27/2024,Robert Blair,sandra05@example.com,43,Male,East Ricky,Not Checked In,Future Shapers,Seminar,8/11/2024,19:58:35,Rise say every only. Today recognize positive rest protect.,Owens Group,4
8,7805,General,8500,322,8/14/2024,9/21/2024,Frank Li,vcooper@example.org,30,Male,Adamview,Not Checked In,Future Shapers,Seminar,8/11/2024,19:58:35,Rise say every only. Today recognize positive rest protect.,Owens Group,4
7,6717,General,4000,263,7/19/2024,8/31/2024,Stephanie Huang,jennyshields@example.org,66,Female,Hammondchester,Checked In,Mathletes,Workshop,9/17/2024,0:33:27,Human dream to dog woman. Energy cause best feeling guess week improve.,"Blanchard, Montoya and Allen",7
6,6809,General,7500,154,8/20/2024,9/3/2024,Thomas Carter,jcampbell@example.net,18,Female,West Mark,Not Checked In,Google IO,Conference,9/17/2024,16:40:27,Score might value surface. Option onto act part run.,"Dominguez, Walters and Cooper",7
6,6495,Pre Sold,6500,0,7/27/2024,9/1/2024,Thomas Robles,gloriahiggins@example.net,64,Female,South Jenniferville,Not Checked In,Google IO,Conference,9/17/2024,16:40:27,Score might value surface. Option onto act part run.,"Dominguez, Walters and Cooper",7
7,2871,Pre Sold,3000,139,9/2/2024,9/12/2024,Kelsey Smith,jose86@example.org,19,Male,Wendybury,Not Checked In,Mathletes,Workshop,9/17/2024,0:33:27,Human dream to dog woman. Energy cause best feeling guess week improve.,"Blanchard, Montoya and Allen",7
1,8169,Pre Sold,4000,198,7/15/2024,8/10/2024,Christopher Sweeney,jasminelane@example.com,53,Male,Patriciaborough,Not Checked In,Astral Affair,Conference,8/25/2024,10:24:12,Likely charge admit result recent dog. Although manager staff require democratic.,"Oneal, Colon and White",5
8,8762,General,8500,297,8/27/2024,9/27/2024,April Ellis,coxnancy@example.org,67,Female,Port Victoria,Checked In,Future Shapers,Seminar,8/11/2024,19:58:35,Rise say every only. Today recognize positive rest protect.,Owens Group,4
8,9216,Pre Sold,7500,431,7/7/2024,8/25/2024,Patrick Rodriguez,mikemccall@example.org,43,Male,Conradmouth,Checked In,Future Shapers,Seminar,8/11/2024,19:58:35,Rise say every only. Today recognize positive rest protect.,Owens Group,4
8,3539,General,8500,169,8/31/2024,9/24/2024,Gloria Carter,carpenterlisa@example.com,69,Female,Robinshire,Not Checked In,Future Shapers,Seminar,8/11/2024,19:58:35,Rise say every only. Today recognize positive rest protect.,Owens Group,4
8,7227,General,8500,101,8/1/2024,8/26/2024,Timothy Fisher,bcastillo@example.org,35,Female,New Justinberg,Checked In,Future Shapers,Seminar,8/11/2024,19:58:35,Rise say every only. Today recognize positive rest protect.,Owens Group,4
4,5934,Pre Sold,5000,137,9/1/2024,9/2/2024,Jason Hernandez,framirez@example.net,55,Male,Michaelburgh,Checked In,Victory Dash,Sports,8/19/2024,0:31:51,Red policy red energy day manager. South attention seem close.,Graham-Espinoza,8
6,3086,General,7500,424,8/8/2024,8/18/2024,Christina Mccoy,powelldanielle@example.org,21,Male,Sarahview,Checked In,Google IO,Conference,9/17/2024,16:40:27,Score might value surface. Option onto act part run.,"Dominguez, Walters and Cooper",7
1,8921,General,5000,203,8/5/2024,8/24/2024,Elizabeth Tucker DDS,kelly91@example.net,50,Male,South Carolinebury,Not Checked In,Astral Affair,Conference,8/25/2024,10:24:12,Likely charge admit result recent dog. Although manager staff require democratic.,"Oneal, Colon and White",5
2,8339,Pre Sold,5500,419,8/4/2024,9/6/2024,Breanna Adams,rebecca75@example.net,51,Male,East Amandaborough,Checked In,Machine learning,Workshop,8/4/2024,17:10:10,Method clear way specific seek charge always. Style identify follow admit seven also white.,Fischer-Green,4
7,3969,Pre Sold,3000,182,8/29/2024,9/16/2024,William Rodriguez,duane81@example.org,28,Female,Lake Gloria,Checked In,Mathletes,Workshop,9/17/2024,0:33:27,Human dream to dog woman. Energy cause best feeling guess week improve.,"Blanchard, Montoya and Allen",7
7,8192,General,4000,26,7/7/2024,7/12/2024,Melissa Rice,thomas06@example.com,63,Male,Lake Travisburgh,Checked In,Mathletes,Workshop,9/17/2024,0:33:27,Human dream to dog woman. Energy cause best feeling guess week improve.,"Blanchard, Montoya and Allen",7
4,8896,General,6000,96,7/14/2024,8/29/2024,Michele Clayton,rthornton@example.com,40,Male,Ayersborough,Not Checked In,Victory Dash,Sports,8/19/2024,0:31:51,Red policy red energy day manager. South attention seem close.,Graham-Espinoza,8
4,4507,General,6000,196,8/1/2024,9/3/2024,Dominic Wilson,adrianmiller@example.com,70,Female,New Thomasshire,Checked In,Victory Dash,Sports,8/19/2024,0:31:51,Red policy red energy day manager. South attention seem close.,Graham-Espinoza,8
8,4854,Pre Sold,7500,331,7/21/2024,9/22/2024,Aaron Paul,rgonzalez@example.net,25,Female,North Michelle,Checked In,Future Shapers,Seminar,8/11/2024,19:58:35,Rise say every only. Today recognize positive rest protect.,Owens Group,4
7,3926,Pre Sold,3000,14,8/13/2024,9/1/2024,Mark Gonzales,charles86@example.com,55,Male,Lake Madisontown,Checked In,Mathletes,Workshop,9/17/2024,0:33:27,Human dream to dog woman. Energy cause best feeling guess week improve.,"Blanchard, Montoya and Allen",7
2,6809,General,6500,44,7/15/2024,9/4/2024,Debra Morrow,mckinneyalexander@example.net,56,Female,Michelletown,Checked In,Machine learning,Workshop,8/4/2024,17:10:10,Method clear way specific seek charge always. Style identify follow admit seven also white.,Fischer-Green,4
2,2738,Pre Sold,5500,307,8/16/2024,9/4/2024,Troy Miller,joseph08@example.com,58,Male,North Robertview,Not Checked In,Machine learning,Workshop,8/4/2024,17:10:10,Method clear way specific seek charge always. Style identify follow admit seven also white.,Fischer-Green,4
8,4986,Pre Sold,7500,141,7/6/2024,9/6/2024,Melanie Smith,perezjacob@example.net,50,Female,East Regina,Checked In,Future Shapers,Seminar,8/11/2024,19:58:35,Rise say every only. Today recognize positive rest protect.,Owens Group,4
4,5323,Pre Sold,5000,157,7/17/2024,7/31/2024,Stephanie Acosta,ellisbarbara@example.net,69,Male,Amandaville,Checked In,Victory Dash,Sports,8/19/2024,0:31:51,Red policy red energy day manager. South attention seem close.,Graham-Espinoza,8
7,4339,Pre Sold,3000,51,7/22/2024,8/26/2024,Margaret Parker,chad34@example.net,29,Male,Debrahaven,Checked In,Mathletes,Workshop,9/17/2024,0:33:27,Human dream to dog woman. Energy cause best feeling guess week improve.,"Blanchard, Montoya and Allen",7
4,8892,VIP,9000,293,8/13/2024,9/7/2024,Jonathan Pope,amanda55@example.net,66,Female,West Sharonmouth,Checked In,Victory Dash,Sports,8/19/2024,0:31:51,Red policy red energy day manager. South attention seem close.,Graham-Espinoza,8
1,3019,VIP,8000,362,8/13/2024,9/18/2024,Patricia Smith,isabel78@example.org,35,Female,Dixonmouth,Not Checked In,Astral Affair,Conference,8/25/2024,10:24:12,Likely charge admit result recent dog. Although manager staff require democratic.,"Oneal, Colon and White",5
6,8263,General,7500,246,8/31/2024,9/10/2024,Jenny Johnson,john88@example.org,31,Female,West Jessicahaven,Checked In,Google IO,Conference,9/17/2024,16:40:27,Score might value surface. Option onto act part run.,"Dominguez, Walters and Cooper",7
1,4216,VIP,8000,314,8/14/2024,9/2/2024,Alyssa Reid,ybailey@example.org,46,Male,Hannahborough,Not Checked In,Astral Affair,Conference,8/25/2024,10:24:12,Likely charge admit result recent dog. Although manager staff require democratic.,"Oneal, Colon and White",5
1,6650,Pre Sold,4000,464,7/6/2024,9/19/2024,Carrie Blackwell,albertsmall@example.net,19,Male,North Angelaton,Checked In,Astral Affair,Conference,8/25/2024,10:24:12,Likely charge admit result recent dog. Although manager staff require democratic.,"Oneal, Colon and White",5
4,7320,VIP,9000,26,8/26/2024,9/15/2024,Ashley Dickerson,whiggins@example.com,45,Female,Brandonmouth,Not Checked In,Victory Dash,Sports,8/19/2024,0:31:51,Red policy red energy day manager. South attention seem close.,Graham-Espinoza,8
1,7790,Pre Sold,4000,234,7/15/2024,9/21/2024,Jennifer Gross,kramerchristian@example.net,38,Male,Melissahaven,Not Checked In,Astral Affair,Conference,8/25/2024,10:24:12,Likely charge admit result recent dog. Although manager staff require democratic.,"Oneal, Colon and White",5
1,7857,VIP,8000,411,7/23/2024,9/23/2024,Jonathan Perez,wesleyvasquez@example.org,31,Male,Lake Joelmouth,Checked In,Astral Affair,Conference,8/25/2024,10:24:12,Likely charge admit result recent dog. Although manager staff require democratic.,"Oneal, Colon and White",5
1,8418,Pre Sold,4000,471,8/19/2024,8/31/2024,Joshua Pena,justin23@example.com,26,Female,Michaelstad,Not Checked In,Astral Affair,Conference,8/25/2024,10:24:12,Likely charge admit result recent dog. Although manager staff require democratic.,"Oneal, Colon and White",5
2,4157,Pre Sold,5500,190,8/8/2024,9/7/2024,Andrew Washington,ericosborn@example.net,28,Female,South Brandon,Checked In,Machine learning,Workshop,8/4/2024,17:10:10,Method clear way specific seek charge always. Style identify follow admit seven also white.,Fischer-Green,4
6,5056,Pre Sold,6500,55,8/13/2024,9/22/2024,Brandon Hill,johnsonbarbara@example.org,67,Male,North Adriana,Checked In,Google IO,Conference,9/17/2024,16:40:27,Score might value surface. Option onto act part run.,"Dominguez, Walters and Cooper",7
1,4003,General,5000,145,8/19/2024,9/14/2024,Kristen Williams,richard23@example.com,59,Female,North Garytown,Checked In,Astral Affair,Conference,8/25/2024,10:24:12,Likely charge admit result recent dog. Although manager staff require democratic.,"Oneal, Colon and White",5
7,3611,Pre Sold,3000,341,8/23/2024,9/21/2024,Thomas Bean,hernandezkevin@example.com,20,Male,Moralestown,Checked In,Mathletes,Workshop,9/17/2024,0:33:27,Human dream to dog woman. Energy cause best feeling guess week improve.,"Blanchard, Montoya and Allen",7
6,2658,Pre Sold,6500,41,7/13/2024,9/4/2024,Andrew Smith,aglover@example.org,46,Female,West James,Not Checked In,Google IO,Conference,9/17/2024,16:40:27,Score might value surface. Option onto act part run.,"Dominguez, Walters and Cooper",7
8,8985,Pre Sold,7500,57,8/22/2024,9/6/2024,Phillip Hughes,dduran@example.net,60,Female,Lake Andrewbury,Not Checked In,Future Shapers,Seminar,8/11/2024,19:58:35,Rise say every only. Today recognize positive rest protect.,Owens Group,4
2,6286,General,6500,450,7/27/2024,8/8/2024,Melanie Thompson,qwilliams@example.org,51,Female,North Tamaratown,Not Checked In,Machine learning,Workshop,8/4/2024,17:10:10,Method clear way specific seek charge always. Style identify follow admit seven also white.,Fischer-Green,4
8,8460,General,8500,314,8/21/2024,8/21/2024,Shelley Branch,mmolina@example.org,58,Female,North Christianville,Checked In,Future Shapers,Seminar,8/11/2024,19:58:35,Rise say every only. Today recognize positive rest protect.,Owens Group,4
3,4235,General,5500,171,7/23/2024,8/14/2024,Ryan Willis,ortegajacqueline@example.net,30,Male,Melissaville,Not Checked In,Artificial intelligence,Seminar,8/11/2024,2:17:31,Especially will million final maintain course production. Ball happy approach in well sea.,Duke Inc,8
